"Part","Type","Type","Brand","牌子","Model","Other Information","其他資料","Place of Manufacture","製造地點","Applicant","申請人","Telephone Number","Approval Expiry Date"
"Part 1 – Approved Domestic Gas Cooking Appliances","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZM-1M-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2024-10-22"
"Part 1 – Approved Domestic Gas Cooking Appliances","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-9-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2024-05-28"
"Part 1 – Approved Domestic Gas Cooking Appliances","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-5HPM-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2024-12-18"
"Part 1 – Approved Domestic Gas Cooking Appliances","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-35M-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2025-04-01"
"Part 1 – Approved Domestic Gas Cooking Appliances","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-19M-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2025-06-28"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Cooker 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤櫨","General Tech","名將牌","GT-FC6060GS (L)","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2025-03-05"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Austbo","歐之寶","AT-838W","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Sunny Eternal Limited","永暉有限公司","2380 8276","2024-11-19"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","CGS","","CK-8168","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2024-05-28"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","CGS","","CK-9123B","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2024-08-21"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Crown","皇冠牌","CR-8198","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2025-01-13"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Hibachi","氣霸","HY-2018S8","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2025-10-08"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Hibachi","氣霸","HY-9918S8","STAINLESS STEEL / PAINTED METAL TOP PANEL","不銹鋼 / 易潔面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2025-10-08"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Lighting","星暉","LJ-108","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Lighting Gas Stoves Trading Ltd","星暉爐具貿易有限公司","2490 0073","2023-08-06"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Macflame","伊美","MF-01+","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Sun Kee LP Gas Co. Limited","新記石油氣有限公司","2851 9900","2022-10-15"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Meo","美奧","MUZH1-L","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2024-11-08"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Meo","美奧","MUZH1B-L","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2024-11-08"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Midea","美的","MDS3300II","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Sun Kee LP Gas Co. Limited","新記石油氣有限公司","2851 9900","2022-08-02"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Rasonic","樂信","RG-10SA","STAINLESS STEEL TOP PANEL","不銹鋼面版","Malaysia","馬來西亞","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2024-05-02"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Rinnai","林內","R1N","STAINLESS STEEL TOP PANEL","不銹鋼面版","Japan","日本","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2027-10-21"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Sakura","櫻花","G110","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Wealthy Link International Trading Limited","富進國際貿易有限公司","2811 2600","2022-10-30"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","SIMPA","簡栢","UZH1SL","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2027-04-24"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","SIMPA","簡栢","STH1SKL","STAINLESS STEEL TOP PANEL","不銹鋼面版","Japan","日本","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2026-09-19"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Taada","多田牌","GA0101S","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2024-10-12"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 1 Burner","單頭爐","Whampo","皇寶","WS-100","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Whampo Trading Limited","皇寶貿易有限公司","3565 6391","2026-05-31"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Austbo","歐之寶","AT-848W","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Sunny Eternal Limited","永暉有限公司","2380 8276","2024-11-19"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Austbo","歐之寶","AT-848(GP)","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Sunny Eternal Limited","永暉有限公司","2380 8276","2023-04-20"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","CGS","","CK-9223B","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2024-08-21"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","CGS","","CK-8268","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2024-05-28"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Crown","皇冠牌","CR-8838","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2025-01-13"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","giggas","","GA-969(LPG)","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2022-12-04"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","giggas","上將","GA-209S","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2024-07-03"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","giggas","上將","GZ-989","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2026-05-24"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Hibachi","氣霸","HY-9999S8","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2025-10-08"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Hibachi","氣霸","HY-2000S8","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2025-10-08"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Hibachi","氣霸","HY-2623S","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2024-05-30"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Küzzo","德信","KF-298L","CERAMIC GLASS TOP PANEL","陶瓷玻璃面版","The People's Republic of China","中華人民共和國","Charm Vantage Limited","倡利有限公司","3580 7378","2025-09-15"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Küzzo","德信","KF-268SL","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Charm Vantage Limited","倡利有限公司","3580 7378","2027-02-17"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Lighting","星暉","LJ-1088","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Lighting Gas Stoves Trading Ltd","星暉爐具貿易有限公司","2490 0073","2023-08-06"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Macflame","伊美","MF-02+","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Sun Kee LP Gas Co. Limited","新記石油氣有限公司","2851 9900","2022-10-15"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Meo","美奧","MUZH21-L","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2023-10-23"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Meo","美奧","MUZH2-L","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2023-10-23"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Midea","美的","MDS8800II","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Sun Kee LP Gas Co. Limited","新記石油氣有限公司","2851 9900","2022-08-02"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Paloma","百樂滿","PA-28F","PAINTED METAL TOP PANEL","易潔面版","Japan","日本","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2024-02-13"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Rasonic","樂信","RG-30S","STAINLESS STEEL TOP PANEL","不銹鋼面版","Malaysia","馬來西亞","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2022-12-17"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Rasonic","樂信","RG-32S","STAINLESS STEEL TOP PANEL","不銹鋼面版","Malaysia","馬來西亞","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2022-12-17"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Rinnai","林內","RRJH21","STAINLESS STEEL TOP PANEL","不銹鋼面版","Japan","日本","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2023-01-16"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Rinnai","林內","RRJH2","","","Japan","日本","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2027-09-23"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Rinnai","林內","RRSH2","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2025-09-15"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Rinnai","林內","R-22","STAINLESS STEEL TOP PANEL","不銹鋼面版","Japan","日本","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2027-05-12"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","G210","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Wealthy Link International Trading Limited","富進國際貿易有限公司","2811 2600","2022-10-30"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","G230","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Wealthy Link International Trading Limited","富進國際貿易有限公司","2811 2600","2022-10-30"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","G270","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Wealthy Link International Trading Limited","富進國際貿易有限公司","2811 2600","2022-10-30"
"Part 1 – Approved Domestic Gas Cooking Appliances","Free Standing Hotplate 2 Burners","雙頭爐","SIMPA","簡栢","WZH2SKL","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2027-02-17"
