SCHEDULE NUMBER,NEGOTIATION NUMBER,BLANK1,COMPANY IDENTIFYING INFORMATION ,SIC Code,BLANK2,SIC Code,SIC Code,BLANK3,TYPE OF BARGAINING UNIT,BLANK4,REGIONAL OR STATE,BLANK5,LOCATION,BLANK6,UNION,BLANK7,UNION CODE,BLANK8,NUMBER OF EMPLOYEES,BLANK9,NEGOTIATION DATE,BLANK10,AGREEMENT EFFECTIVE DATE,BLANK11,NEW EXPIRATION DATE,BLANK12,REOPENING DATE,BLANK13,ESCALATOR OVERALL CONTROL,INDEX CODE,BLANK14,TYPE OF ESCALATOR CLAUSE,MINIMUM AND/OR MAXIMUM CODE,BLANK15,CPI BASE YEAR,BLANK16,CPI FORMULA,BLANK17,DATE OF FIRST COST-OF-LIVING REVIEW,BLANK18,DATE OF LAST COST-OF-LIVING REVIEW,BLANK19,WORK STOPPAGE BEGINNING DATE,BLANK20,WORK STOPPAGE ENDING DATE
45029,54,,UNITED AIRLINES  PILOTS,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,5000,,6/27/79,,1/31/79,,1/31/81,,,,,,,,,,,,,,,,,,,,
45029,55,,UNITED AIRLINES PILOTS,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,3800,,5/20/81,,1/31/81,,8/1/81,,,,,,,,,,,,,,,,,,,,
45029,56,,UNITED AIRLINES PILOTS,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,4540,,8/31/81,,10/1/81,,9/30/83,,,,,,,,,,,,,,,,,,,,
45029,57,,UNITED AIRLINES,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,4900,,6/15/85,,4/1/84,,4/1/88,,,,,,,,,,,,,,,,,,,,
45029,58,,UNITED AIRLINES (PILOTS),50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,7000,,11/20/89,,12/1/89,,11/30/90,,,,,,,,,,,,,,,,,,,,
45029,59,,UNITED AIRLINES-PILOTS,50,,Transportation By Air,11,,MORE THAN ONE COMPANY,,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,7500,,5/9/91,,3/1/91,,11/30/94,,,,,,,,,,,,,,,,,,,,
45029,60,,UNITED AIRLINES-PILOTS,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,8299,,7/12/94,,7/12/94,,12/31/99,,,,,,,,,,,,,,,,,,,,
45030,51,,UNITED AIRLINES  FLIGHT ATTENDENTS,,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,5600,,1/15/73,,10/1/72,,9/30/74,,,,,,,,,,,,,,,,,,,,
45030,52,,UNITED AIRLINES  FLIGHT ATTENDENTS,,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,7300,,1/31/76,,10/1/74,,10/1/77,,,,,,,,,,,,,,,,,,,,
45030,53,,UNITED AIRLINES INC  FLIGHT ATTENDENTS,,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,7300,,11/18/77,,10/1/77,,4/1/80,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,APRIL AND OCTOBER,MAXIMUM BUT NO MINIMUM,,1967 = 100,,AT&T OR OTHER FORMULAS,,10/1/78,,10/1/79,,,,
45030,54,,UNITED AIRLINES FLT ATTENDANTS AFA(ALPA),50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,9100,,4/2/80,,4/1/80,,3/31/82,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,ANNUAL IN OCTOBER,MAXIMUM BUT NO MINIMUM,,1967 = 100,,AT&T OR OTHER FORMULAS,,10/2/80,,10/2/81,,,,
45042,51,,ALLEGHENY AIRLINES  PILOTS,,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,1000,,11/21/72,,12/1/72,,11/20/74,,,,,,,,,,,,,,,,,,,,
45042,52,,ALLEGHENY AIRLINES PILOTS,,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,1100,,12/28/74,,12/1/74,,11/30/76,,,,,,,,,,,,,,,,,,,,
45042,53,,"ALLEGHENY AIRLINES,INC  PILOTS",,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,1100,,12/1/76,,12/1/76,,12/1/78,,,,,,,,,,,,,,,,,,,,
45042,54,,ALLEGHENY AIRLINES,,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,1100,,12/15/78,,12/1/78,,11/30/80,,,,,,,,,,,,,,,,,,,,
45042,55,,USAIR PILOTS,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,1100,,6/22/81,,12/1/80,,11/30/82,,,,,,,,,,,,,,,,,,,,
45042,56,,USAIR PILOTS,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,1100,,12/7/82,,12/1/82,,5/31/85,,,,,,,,,,,,,,,,,,,,
45042,59,,USAIR-PILOTS,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,5500,,5/15/92,,6/19/92,,4/30/96,,,,,,,,,,,,,,,,,,,,
45073,51,,AMERICA WEST AIRLINES,50,,Transportation By Air,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AIR LINE PILOTS,,AIR LINE PILOTS,,1017,,4/26/95,,5/4/95,,12/31/99,,,,,,,,,,,,,,,,,,,,
22014,54,,CONE MILLS CORP - WHITE OAK PLANT,,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2000,,5/13/76,,5/13/76,,5/13/77,,,,,,,,,,,,,,,,,,,,
22014,55,,CONE MILLS CORP - WHITE OAK PLANT,,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2000,,6/20/77,,6/20/77,,Invalid Date,,,,,,,,,,,,,,,,,,,,
22014,56,,CONE MILLS CORP - WHITE OAK PLANT  LU 1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2000,,7/6/79,,7/2/79,,5/12/80,,,,,,,,,,,,,,,,,,,,
22014,57,,CONE MILLS CORP - WHITE OAK PLANT  LU 1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2100,,7/6/81,,7/6/81,,5/13/82,,,,,,,,,,,,,,,,,,,,
22014,58,,CONE MILLS CORP - WHITE OAK PLANT  LU 1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1700,,11/8/82,,11/8/82,,5/13/85,,,,,,,,,,,,,,,,,,,,
22014,59,,CONE MILLS CORO - WHITE OAK PLANT LU 1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2100,,12/17/84,,12/17/84,,6/18/85,,,,,,,,,,,,,,,,,,,,
22014,60,,CONE MILLS CORP - WHITE OAK PLANT  LU 1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2100,,6/2/85,,6/2/85,,5/31/86,,12/3/85,,,,,,,,,,,,,,,,,,
22014,61,,CONE MILLS CORP - WHITE OAK PLANT  LU 1391 K609,50,,Textile Mill Products,11,,MORE THAN ONE COMPANY,,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2000,,5/25/86,,6/1/86,,5/31/89,,,,,,,,,,,,,,,,,,,,
22014,62,,CONE MILLS CORP - WHITE OAK PLANT LU1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1700,,3/13/89,,6/1/88,,5/31/89,,,,,,,,,,,,,,,,,,,,
22014,63,,CONE MILLS CORP - WHITE OAK PLANT LU 1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2500,,5/25/89,,6/1/89,,5/31/90,,,,,,,,,,,,,,,,,,,,
22014,64,,CONE MILLS CORP --WHITE OAK PLANT  LU1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2500,,12/18/90,,6/1/90,,5/31/91,,,,,,,,,,,,,,,,,,,,
22014,65,,CONE MILLS CORP--WHITE OAK PLANT   LU1391 K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,3000,,6/1/91,,6/1/91,,5/31/92,,,,,,,,,,,,,,,,,,,,
22014,66,,CONE MILLS CORP--WHITE OAK PLANT  LU1391   K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2400,,6/8/92,,6/1/92,,5/31/94,,6/1/93,,,,,,,,,,,,,,,,,,
22014,67,,CONE MILLS CORP--WHITE OAK PLANT  LU1391   K609,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,GREENSBORO",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2400,,6/22/93,,6/1/93,,5/31/94,,,,,,,,,,,,,,,,,,,,
22014,68,,CONE MILLS CORP,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,NC,,CLOTHING AND TEXTILE WORKERS,,CLOTHING AND TEXTILE WORKERS,,2305,,7/1/94,,7/1/94,,6/30/97,,4/11/95,,,,,,,,,,,,,,,,,,
22017,56,,FIELDCREST MILLS,,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,SOUTH ATLANTIC REGION,,SOUTH ATLANTA,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5200,,6/13/77,,6/13/77,,Invalid Date,,,,,,,,,,,,,,,,,,,,
22017,57,,"FIELDCREST MILLS,INC",,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,SOUTH ATLANTIC REGION,,SOUTH ATLANT,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,6800,,6/18/78,,3/1/78,,3/1/81,,3/1/79,,,,,,,,,,,,,,,,,,
22017,59,,FIELDCREST MILLS INC,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,SOUTH ATLANTIC REGION,,SOUTH ATLANT,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5500,,11/28/79,,1/1/80,,3/1/81,,,,,,,,,,,,,,,,,,,,
22017,60,,FIELDCREST MILLS INC,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,SOUTH ATLANTIC REGION,,SOUTH ATLANT,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5500,,6/22/80,,6/5/80,,3/1/81,,,,,,,,,,,,,,,,,,,,
22017,61,,FIELDCREST MILLS INC,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,SOUTH ATLANTIC REGION,,SOUTH ATLANT,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5300,,8/23/81,,3/1/81,,3/1/84,,3/1/82,,,,,,,,,,,,,,,,,,
22017,62,,FIELDCREST MILLS INC,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,SOUTH ATLANTIC REGION,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5000,,10/23/82,,3/1/82,,3/1/84,,3/1/83,,,,,,,,,,,,,,,,,,
22017,63,,FIELDCREST MILLS INC,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,SOUTH ATLANTIC REGION,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5000,,11/6/83,,9/1/83,,3/1/84,,,,,,,,,,,,,,,,,,,,
22017,64,,FIELDCREST MILLS INC        K612,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,6000,,2/29/84,,3/1/84,,3/1/87,,9/6/84,,,,,,,,,,,,,,,,,,
22017,65,,"FIELDCREST MILLS,INC                K612",50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,7000,,12/30/84,,12/30/84,,3/1/87,,9/1/85,,,,,,,,,,,,,,,,,,
22017,66,,"FIELDCREST MILLS,INC                K612",50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5500,,8/10/86,,8/10/86,,3/1/87,,,,,,,,,,,,,,,,,,,,
22017,67,,"FIELDCREST MILLS,INC           K612",50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,5000,,3/4/87,,3/2/87,,3/1/90,,9/1/87,,,,,,,,,,,,,,,,,,
22017,68,,"FIELDCREST CANNON,INC",50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,4800,,10/11/87,,10/11/87,,3/1/90,,10/11/88,,,,,,,,,,,,,,,,,,
22017,69,,"FIELDCREST CANNON,INC",50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,4800,,12/5/88,,12/18/88,,4/1/90,,,,,,,,,,,,,,,,,,,,
22017,70,,"FIELDCREST CANNON,INC",50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,4800,,4/2/90,,4/2/90,,4/1/93,,4/1/91,,,,,,,,,,,,,,,,,,
22017,71,,"FIELDCREST CANNON,INC",50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,4800,,2/1/92,,4/2/91,,4/1/93,,4/1/92,,,,,,,,,,,,,,,,,,
22017,72,,"FIELDCREST CANNON,INC",50,,Textile Mill Products,21,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,4800,,2/1/93,,11/1/92,,11/1/93,,,,,,,,,,,,,,,,,,,,
22017,73,,"FIELDCREST CANNON,INC",50,,Textile Mill Products,21,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,CLOTHING AND TEXTILE WORKERS,,4800,,11/21/93,,11/22/93,,11/1/96,,5/22/94,,,,,,,,,,,,,,,,,,
22017,74,,"FIELDCREST CANNON,INC",50,,Textile Mill Products,21,,"MULTIPLANT, ONE COMPANY",,GEORGIA,,SO ATLANTIC,,CLOTHING AND TEXTILE WORKERS,,CLOTHING AND TEXTILE WORKERS,,4800,,5/22/94,,5/29/94,,11/1/96,,5/15/95,,,,,,,,,,,,,,,,,,
22026,55,,"ERWIN MILLS INC,SUBS OF BURLINGTON IND",,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1800,,6/20/77,,6/20/77,,Invalid Date,,,,,,,,,,,,,,,,,,,,
22026,56,,"ERWIN MILLS INC,SUBS OF BURLINGTON IND",,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1800,,7/17/78,,7/17/78,,1/17/79,,,,,,,,,,,,,,,,,,,,
22026,57,,"ERWIN MILLS INC,SUB.OF BURLINGTON INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1800,,7/16/79,,7/16/79,,7/16/80,,,,,,,,,,,,,,,,,,,,
22026,58,,ERWIN MILLS INC   SUB OF BURLINGTON INDUSTRIES,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1200,,5/27/80,,7/16/80,,7/16/81,,,,,,,,,,,,,,,,,,,,
22026,59,,"ERWIN MILLS INC,SUB OF BURLINGTON INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1200,,7/20/81,,7/16/81,,7/16/82,,,,,,,,,,,,,,,,,,,,
22026,60,,"ERWIN MILLS INC, SUB OF BURLINGTON INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,SOUTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1500,,11/29/82,,7/15/82,,1/26/83,,,,,,,,,,,,,,,,,,,,
22026,61,,ERWIN MILLS INC    K611,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1500,,1/25/83,,1/26/83,,1/26/85,,,,,,,,,,,,,,,,,,,,
22026,62,,ERWIN MILLS INC    LU 252       K611,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1171,,2/17/85,,2/17/85,,1/26/87,,,,,,,,,,,,,,,,,,,,
22026,63,,"BURLINGTON INDUSTRIES,INC. ERWIN PLANT",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,NC ERWIN,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1050,,2/27/87,,2/27/87,,1/26/89,,9/1/87,,,,,,,,,,,,,,,,,,
22026,64,,"BURLINGTON INDUSTRIES,INC. ERWIN PLANT",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,NC ERWIN,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1050,,10/11/87,,10/11/87,,1/26/89,,10/11/88,,,,,,,,,,,,,,,,,,
22026,65,,SWIFT TEXTILES DIV OF DOMINION INDUSTRIES,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1000,,2/15/89,,1/27/89,,1/26/92,,1/26/90,,,,,,,,,,,,,,,,,,
22026,66,,"SWIFT TEXTILES,DIV OF DOMINION INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1000,,12/18/90,,1/27/90,,1/26/92,,1/26/91,,,,,,,,,,,,,,,,,,
22026,67,,"SWIFT TEXTILES,DIV OF DOMINION INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1000,,12/18/91,,1/27/91,,1/26/92,,,,,,,,,,,,,,,,,,,,
22026,68,,"SWIFT TEXTILES, DIV OF DOMINION INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,900,,6/26/92,,1/27/92,,1/26/95,,1/26/93,,,,,,,,,,,,,,,,,,
22026,69,,"SWIFT TEXTILES,DIV OF DOMINION INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,900,,6/22/93,,1/27/93,,1/26/95,,1/26/94,,,,,,,,,,,,,,,,,,
22026,70,,"SWIFT TEXTILES,DIV OF DOMINION INDUSTRIES",50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,900,,6/22/94,,7/18/94,,1/26/95,,,,,,,,,,,,,,,,,,,,
22026,71,,SWIFT TEXTILES ERWIN DIV,50,,Textile Mill Products,11,,"SINGLE PLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ERWIN",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,1100,,2/20/95,,2/20/95,,1/26/98,,8/20/95,,,,,,,,,,,,,,,,,,
22035,51,,J P STEVENS AND COMPANY,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ROANOKE",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,4000,,10/19/80,,7/1/80,,4/19/83,,,,,,,,,,,,,,,,,,,,
22035,52,,J P STEVENS & COMPANY INC  K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,"NC, ROANOKE R",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2900,,4/24/83,,4/24/83,,5/27/86,,,,,,,,,,,,,,,,,,,,
22035,56,,THE BIBB CO (FORMERLY J P STEVENS)    K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,NC ROANOKE RA,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,3500,,6/20/88,,6/1/88,,3/30/91,,12/20/88,,,,,,,,,,,,,,,,,,
22035,57,,THE BIBB CO (FORMERLY J P STEVENS)  K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ROANOKE RA",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,3500,,12/26/88,,12/20/88,,3/30/91,,12/20/89,,,,,,,,,,,,,,,,,,
22035,58,,THE BIBB CO (FORMERLY J P STEVENS)   K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ROANOKE RA",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,3500,,1/26/90,,12/21/89,,3/30/91,,12/20/90,,,,,,,,,,,,,,,,,,
22035,59,,THE BIBB COMPANY                           K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,NC ROANOKE RP,,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,3500,,4/1/91,,4/1/91,,1/1/94,,3/31/92,,,,,,,,,,,,,,,,,,
22035,60,,THE BIBB COMPANY                           K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ROANOKE RP",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,3500,,5/1/92,,4/1/92,,1/1/94,,3/31/93,,,,,,,,,,,,,,,,,,
22035,61,,THE BIBB COMPANY                           K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ROANOKE RP",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,3500,,6/22/93,,4/1/93,,1/1/94,,,,,,,,,,,,,,,,,,,,
22035,62,,THE BIBB COMPANY    K645,50,,Textile Mill Products,11,,"MULTIPLANT, ONE COMPANY",,NORTH CAROLINA,,"NC,ROANOKE RP",,CLOTHING AND TEXTILE WORKERS,,TEXTILE WORKERS UNION,,2200,,1/20/94,,2/1/94,,2/1/97,,10/1/94,,,,,,,,,,,,,,,,,,
